invoice_id,customer_id,subscription_id,product_id,invoice_date,billing_start_date,billing_end_date,amount_usd
inv_0000055,cust_00055,sub_000055,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000056,cust_00056,sub_000056,prod_006,2023-01-01,2023-01-01,2023-12-31,948
inv_0000057,cust_00057,sub_000057,prod_005,2023-01-01,2023-01-01,2023-03-31,282
inv_0000058,cust_00058,sub_000058,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000059,cust_00059,sub_000059,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000060,cust_00060,sub_000060,prod_009,2023-01-01,2023-01-01,2023-12-31,2988
inv_0000061,cust_00061,sub_000061,prod_009,2023-01-01,2023-01-01,2023-12-31,2988
inv_0000062,cust_00062,sub_000062,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000063,cust_00063,sub_000063,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000064,cust_00064,sub_000064,prod_006,2023-01-01,2023-01-01,2023-12-31,948
inv_0000065,cust_00065,sub_000065,prod_002,2023-01-01,2023-01-01,2023-03-31,81
inv_0000066,cust_00066,sub_000066,prod_008,2023-01-01,2023-01-01,2023-03-31,852
inv_0000067,cust_00067,sub_000067,prod_005,2023-01-01,2023-01-01,2023-03-31,282
inv_0000068,cust_00068,sub_000068,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000069,cust_00069,sub_000069,prod_007,2023-01-01,2023-01-01,2023-01-31,299.0
inv_0000070,cust_00070,sub_000070,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000071,cust_00071,sub_000071,prod_003,2023-01-01,2023-01-01,2023-12-31,288
inv_0000072,cust_00072,sub_000072,prod_008,2023-01-01,2023-01-01,2023-03-31,852
inv_0000073,cust_00073,sub_000073,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000074,cust_00074,sub_000074,prod_005,2023-01-01,2023-01-01,2023-03-31,282
inv_0000075,cust_00075,sub_000075,prod_008,2023-01-01,2023-01-01,2023-03-31,852
inv_0000076,cust_00076,sub_000076,prod_007,2023-01-01,2023-01-01,2023-01-31,299.0
inv_0000077,cust_00077,sub_000077,prod_003,2023-01-01,2023-01-01,2023-12-31,288
inv_0000078,cust_00078,sub_000078,prod_007,2023-01-01,2023-01-01,2023-01-31,299.0
inv_0000079,cust_00079,sub_000079,prod_009,2023-01-01,2023-01-01,2023-12-31,2988
inv_0000080,cust_00080,sub_000080,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000081,cust_00081,sub_000081,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000082,cust_00082,sub_000082,prod_003,2023-01-01,2023-01-01,2023-12-31,288
inv_0000083,cust_00083,sub_000083,prod_002,2023-01-01,2023-01-01,2023-03-31,81
inv_0000084,cust_00084,sub_000084,prod_006,2023-01-01,2023-01-01,2023-12-31,948
inv_0000085,cust_00085,sub_000085,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000086,cust_00086,sub_000086,prod_007,2023-01-01,2023-01-01,2023-01-31,299.0
inv_0000087,cust_00087,sub_000087,prod_002,2023-01-01,2023-01-01,2023-03-31,81
inv_0000088,cust_00088,sub_000088,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000089,cust_00089,sub_000089,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000090,cust_00090,sub_000090,prod_002,2023-01-01,2023-01-01,2023-03-31,81
inv_0000091,cust_00091,sub_000091,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000092,cust_00092,sub_000092,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000093,cust_00093,sub_000093,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000094,cust_00094,sub_000094,prod_006,2023-01-01,2023-01-01,2023-12-31,948
inv_0000095,cust_00095,sub_000095,prod_002,2023-01-01,2023-01-01,2023-03-31,81
inv_0000096,cust_00096,sub_000096,prod_009,2023-01-01,2023-01-01,2023-12-31,2988
inv_0000097,cust_00097,sub_000097,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000098,cust_00098,sub_000098,prod_006,2023-01-01,2023-01-01,2023-12-31,948
inv_0000099,cust_00099,sub_000099,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000100,cust_00100,sub_000100,prod_003,2023-01-01,2023-01-01,2023-12-31,288
inv_0000101,cust_00101,sub_000101,prod_006,2023-01-01,2023-01-01,2023-12-31,948
inv_0000102,cust_00102,sub_000102,prod_008,2023-01-01,2023-01-01,2023-03-31,852
inv_0000103,cust_00103,sub_000103,prod_009,2023-01-01,2023-01-01,2023-12-31,2988
inv_0000104,cust_00104,sub_000104,prod_006,2023-01-01,2023-01-01,2023-12-31,948
inv_0000105,cust_00105,sub_000105,prod_006,2023-01-01,2023-01-01,2023-12-31,948
inv_0000106,cust_00106,sub_000106,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000107,cust_00107,sub_000107,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000108,cust_00108,sub_000108,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000109,cust_00109,sub_000109,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000110,cust_00110,sub_000110,prod_003,2023-01-01,2023-01-01,2023-12-31,288
inv_0000111,cust_00111,sub_000111,prod_009,2023-01-01,2023-01-01,2023-12-31,2988
inv_0000112,cust_00112,sub_000112,prod_007,2023-01-01,2023-01-01,2023-01-31,299.0
inv_0000113,cust_00113,sub_000113,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000114,cust_00114,sub_000114,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000115,cust_00115,sub_000115,prod_006,2023-01-01,2023-01-01,2023-12-31,948
inv_0000116,cust_00116,sub_000116,prod_007,2023-01-01,2023-01-01,2023-01-31,299.0
inv_0000117,cust_00117,sub_000117,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000118,cust_00118,sub_000118,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000119,cust_00119,sub_000119,prod_003,2023-01-01,2023-01-01,2023-12-31,288
inv_0000120,cust_00120,sub_000120,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000121,cust_00121,sub_000121,prod_003,2023-01-01,2023-01-01,2023-12-31,288
inv_0000122,cust_00122,sub_000122,prod_005,2023-01-01,2023-01-01,2023-03-31,282
inv_0000123,cust_00123,sub_000123,prod_008,2023-01-01,2023-01-01,2023-03-31,852
inv_0000124,cust_00124,sub_000124,prod_005,2023-01-01,2023-01-01,2023-03-31,282
inv_0000125,cust_00125,sub_000125,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000126,cust_00126,sub_000126,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000127,cust_00127,sub_000127,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000128,cust_00128,sub_000128,prod_002,2023-01-01,2023-01-01,2023-03-31,81
inv_0000129,cust_00129,sub_000129,prod_008,2023-01-01,2023-01-01,2023-03-31,852
inv_0000130,cust_00130,sub_000130,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000131,cust_00131,sub_000131,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000132,cust_00132,sub_000132,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000133,cust_00133,sub_000133,prod_005,2023-01-01,2023-01-01,2023-03-31,282
inv_0000134,cust_00134,sub_000134,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000135,cust_00135,sub_000135,prod_009,2023-01-01,2023-01-01,2023-12-31,2988
inv_0000136,cust_00136,sub_000136,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000137,cust_00137,sub_000137,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0
inv_0000138,cust_00138,sub_000138,prod_003,2023-01-01,2023-01-01,2023-12-31,288
inv_0000139,cust_00139,sub_000139,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0
inv_0000140,cust_00140,sub_000140,prod_002,2023-01-01,2023-01-01,2023-03-31,81
inv_0000141,cust_00053,sub_000141,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000142,cust_00042,sub_000142,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000143,cust_00100,sub_000100,prod_003,2023-02-01,2023-02-01,2023-12-31,-263.54
inv_0000144,cust_00100,sub_000143,prod_006,2023-02-01,2023-02-01,2024-01-31,948
inv_0000145,cust_00071,sub_000071,prod_003,2023-02-01,2023-02-01,2023-12-31,-263.54
inv_0000146,cust_00071,sub_000144,prod_006,2023-02-01,2023-02-01,2024-01-31,948
inv_0000147,cust_00119,sub_000119,prod_003,2023-02-01,2023-02-01,2023-12-31,-263.54
inv_0000148,cust_00119,sub_000145,prod_006,2023-02-01,2023-02-01,2024-01-31,948
inv_0000149,cust_00114,sub_000146,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000150,cust_00052,sub_000147,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000151,cust_00045,sub_000148,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000152,cust_00081,sub_000149,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000153,cust_00093,sub_000150,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000154,cust_00056,sub_000056,prod_006,2023-02-01,2023-02-01,2023-12-31,-867.48
inv_0000155,cust_00056,sub_000151,prod_009,2023-02-01,2023-02-01,2024-01-31,2988
inv_0000156,cust_00089,sub_000152,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000157,cust_00057,sub_000057,prod_005,2023-02-01,2023-02-01,2023-03-31,-184.87
inv_0000158,cust_00057,sub_000153,prod_008,2023-02-01,2023-02-01,2023-04-30,852
inv_0000159,cust_00074,sub_000074,prod_005,2023-02-01,2023-02-01,2023-03-31,-184.87
inv_0000160,cust_00074,sub_000154,prod_002,2023-02-01,2023-02-01,2023-04-30,81
inv_0000161,cust_00104,sub_000104,prod_006,2023-02-01,2023-02-01,2023-12-31,-867.48
inv_0000162,cust_00104,sub_000155,prod_003,2023-02-01,2023-02-01,2024-01-31,288
inv_0000163,cust_00061,sub_000061,prod_009,2023-02-01,2023-02-01,2023-12-31,-2734.22
inv_0000164,cust_00061,sub_000156,prod_006,2023-02-01,2023-02-01,2024-01-31,948
inv_0000165,cust_00060,sub_000060,prod_009,2023-02-01,2023-02-01,2023-12-31,-2734.22
inv_0000166,cust_00060,sub_000157,prod_006,2023-02-01,2023-02-01,2024-01-31,948
inv_0000167,cust_00001,sub_000001,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000168,cust_00002,sub_000002,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000169,cust_00003,sub_000003,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000170,cust_00006,sub_000006,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000171,cust_00007,sub_000007,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000172,cust_00009,sub_000009,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000173,cust_00010,sub_000010,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000174,cust_00012,sub_000012,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000175,cust_00014,sub_000014,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000176,cust_00017,sub_000017,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000177,cust_00018,sub_000018,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000178,cust_00021,sub_000021,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000179,cust_00025,sub_000025,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000180,cust_00026,sub_000026,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000181,cust_00028,sub_000028,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000182,cust_00029,sub_000029,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000183,cust_00030,sub_000030,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000184,cust_00034,sub_000034,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000185,cust_00035,sub_000035,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000186,cust_00036,sub_000036,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000187,cust_00037,sub_000037,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000188,cust_00038,sub_000038,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000189,cust_00039,sub_000039,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000190,cust_00041,sub_000041,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000191,cust_00043,sub_000043,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000192,cust_00050,sub_000050,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000193,cust_00055,sub_000055,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000194,cust_00058,sub_000058,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000195,cust_00059,sub_000059,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000196,cust_00062,sub_000062,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000197,cust_00063,sub_000063,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000198,cust_00068,sub_000068,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000199,cust_00069,sub_000069,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000200,cust_00070,sub_000070,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000201,cust_00073,sub_000073,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000202,cust_00076,sub_000076,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000203,cust_00078,sub_000078,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000204,cust_00080,sub_000080,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000205,cust_00085,sub_000085,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000206,cust_00086,sub_000086,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000207,cust_00088,sub_000088,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000208,cust_00091,sub_000091,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000209,cust_00092,sub_000092,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000210,cust_00097,sub_000097,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000211,cust_00099,sub_000099,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000212,cust_00106,sub_000106,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000213,cust_00107,sub_000107,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000214,cust_00108,sub_000108,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000215,cust_00109,sub_000109,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000216,cust_00112,sub_000112,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000217,cust_00113,sub_000113,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000218,cust_00116,sub_000116,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000219,cust_00117,sub_000117,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000220,cust_00118,sub_000118,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000221,cust_00120,sub_000120,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000222,cust_00125,sub_000125,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000223,cust_00127,sub_000127,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000224,cust_00130,sub_000130,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000225,cust_00131,sub_000131,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000226,cust_00132,sub_000132,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000227,cust_00134,sub_000134,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000228,cust_00136,sub_000136,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000229,cust_00137,sub_000137,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0
inv_0000230,cust_00139,sub_000139,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000231,cust_00141,sub_000158,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000232,cust_00142,sub_000159,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0
inv_0000233,cust_00143,sub_000160,prod_002,2023-02-01,2023-02-01,2023-04-30,81
inv_0000234,cust_00144,sub_000161,prod_007,2023-02-01,2023-02-01,2023-02-28,299.0
inv_0000235,cust_00002,sub_000162,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000236,cust_00009,sub_000163,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000237,cust_00140,sub_000140,prod_002,2023-03-01,2023-03-01,2023-03-31,-27.9
inv_0000238,cust_00140,sub_000164,prod_005,2023-03-01,2023-03-01,2023-05-31,282
inv_0000239,cust_00026,sub_000165,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000240,cust_00007,sub_000166,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000241,cust_00059,sub_000167,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000242,cust_00109,sub_000168,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000243,cust_00044,sub_000044,prod_006,2023-03-01,2023-03-01,2023-12-31,-794.76
inv_0000244,cust_00044,sub_000169,prod_009,2023-03-01,2023-03-01,2024-02-29,2988
inv_0000245,cust_00114,sub_000170,prod_007,2023-03-01,2023-03-01,2023-03-31,299.0
inv_0000246,cust_00091,sub_000171,prod_007,2023-03-01,2023-03-01,2023-03-31,299.0
inv_0000247,cust_00101,sub_000101,prod_006,2023-03-01,2023-03-01,2023-12-31,-794.76
inv_0000248,cust_00101,sub_000172,prod_009,2023-03-01,2023-03-01,2024-02-29,2988
inv_0000249,cust_00021,sub_000173,prod_007,2023-03-01,2023-03-01,2023-03-31,299.0
inv_0000250,cust_00084,sub_000084,prod_006,2023-03-01,2023-03-01,2023-12-31,-794.76
inv_0000251,cust_00084,sub_000174,prod_003,2023-03-01,2023-03-01,2024-02-29,288
inv_0000252,cust_00139,sub_000175,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0
inv_0000253,cust_00008,sub_000008,prod_008,2023-03-01,2023-03-01,2023-03-31,-293.47
inv_0000254,cust_00008,sub_000176,prod_005,2023-03-01,2023-03-01,2023-05-31,282
inv_0000255,cust_00016,sub_000016,prod_009,2023-03-01,2023-03-01,2023-12-31,-2505.01
inv_0000256,cust_00016,sub_000177,prod_006,2023-03-01,2023-03-01,2024-02-29,948
inv_0000257,cust_00123,sub_000123,prod_008,2023-03-01,2023-03-01,2023-03-31,-293.47
inv_0000258,cust_00123,sub_000178,prod_005,2023-03-01,2023-03-01,2023-05-31,282
inv_0000259,cust_00001,sub_000001,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000260,cust_00003,sub_000003,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000261,cust_00006,sub_000006,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0
inv_0000262,cust_00010,sub_000010,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0
inv_0000263,cust_00012,sub_000012,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000264,cust_00014,sub_000014,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000265,cust_00017,sub_000017,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000266,cust_00018,sub_000018,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0
inv_0000267,cust_00025,sub_000025,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000268,cust_00028,sub_000028,prod_007,2023-03-01,2023-03-01,2023-03-31,299.0
inv_0000269,cust_00029,sub_000029,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000270,cust_00030,sub_000030,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0
inv_0000271,cust_00034,sub_000034,prod_007,2023-03-01,2023-03-01,2023-03-31,299.0
inv_0000272,cust_00035,sub_000035,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000273,cust_00036,sub_000036,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000274,cust_00037,sub_000037,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000275,cust_00038,sub_000038,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000276,cust_00039,sub_000039,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0
inv_0000277,cust_00041,sub_000041,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0
inv_0000278,cust_00042,sub_000142,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000279,cust_00043,sub_000043,prod_007,2023-03-01,2023-03-01,2023-03-31,299.0
inv_0000280,cust_00045,sub_000148,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000281,cust_00050,sub_000050,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0
inv_0000282,cust_00052,sub_000147,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000283,cust_00053,sub_000141,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000284,cust_00055,sub_000055,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0
inv_0000285,cust_00058,sub_000058,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
inv_0000286,cust_00062,sub_000062,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0
